Round,Round offset,Column offset,Row offset,Board offset,Team 1,Team 1 full name,Team 1 division,Player 1,Rating 1,Team 2,Team 2 full name,Team 2 division,Player 2,Rating 2
6,20,3,15,3,Chengdu,Chengdu Pandas,Pacific,Chu Ruotong,2173,Cannes,Cannes Blockbusters,Central,Kevin Bordi,2282
6,20,4,15,0,Ljubljana,Ljubljana Turtles,Central,Luka Lenic,2646,Seattle,Seattle Sluggers,Pacific,Hikaru Nakamura,2781
6,20,4,15,1,Ljubljana,Ljubljana Turtles,Central,Jure Skoberne,2544,Seattle,Seattle Sluggers,Pacific,Victor Mikhalevski,2547
6,20,4,15,2,Ljubljana,Ljubljana Turtles,Central,Matej Sebenik,2542,Seattle,Seattle Sluggers,Pacific,Giorgi Margvelashvili,2530
6,20,4,15,3,Ljubljana,Ljubljana Turtles,Central,Luka Skuhala,2114,Seattle,Seattle Sluggers,Pacific,Megan Lee,2179
6,20,5,15,0,Marseille,Marseille Migraines,Central,Jean-Marc Degraeve,2561,St. Louis,St. Louis Arch Bishops,Atlantic,Fabiano Caruana,2799
6,20,5,15,1,Marseille,Marseille Migraines,Central,Alexandre Bacrot,2176,St. Louis,St. Louis Arch Bishops,Atlantic,Varuzhan Akobian,2662
6,20,5,15,2,Marseille,Marseille Migraines,Central,Remy Degraeve,2171,St. Louis,St. Louis Arch Bishops,Atlantic,Yaroslav Zherebukh,2621
6,20,5,15,3,Marseille,Marseille Migraines,Central,Michel Bonnafous,1988,St. Louis,St. Louis Arch Bishops,Atlantic,Forest Chen,1983
6,20,6,15,0,Mumbai,Mumbai Movers,Eastern,B. Adhiban,2643,Rio Grande,Rio Grande Ospreys,Pacific,Oleksandr Bortnyk,2600
6,20,6,15,1,Mumbai,Mumbai Movers,Eastern,Swapnil Dhopade,2532,Rio Grande,Rio Grande Ospreys,Pacific,Bartlomiej Macieja,2524
6,20,6,15,2,Mumbai,Mumbai Movers,Eastern,Abhimanyu Puranik,2509,Rio Grande,Rio Grande Ospreys,Pacific,Max Cornejo,2421
6,20,6,15,3,Mumbai,Mumbai Movers,Eastern,Dharia Parnali,2144,Rio Grande,Rio Grande Ospreys,Pacific,Rohun Trakru,1753
6,20,7,15,0,Volga,Volga Stormbringers,Eastern,Azat Sharafiev,2433,Dallas,Dallas Destiny,Pacific,Jeffery Xiong,2633
6,20,7,15,1,Volga,Volga Stormbringers,Eastern,Mikhail Gorozhanin,2421,Dallas,Dallas Destiny,Pacific,Julio Sadorra,2574
6,20,7,15,2,Volga,Volga Stormbringers,Eastern,Mikhail Kuznecov,2378,Dallas,Dallas Destiny,Pacific,Andrey Gorovets,2522
6,20,7,15,3,Volga,Volga Stormbringers,Eastern,Vitaly Rodchenkov,2304,Dallas,Dallas Destiny,Pacific,Artur Safin,2229
7,23,0,18,0,Delhi,Delhi Dynamite,Eastern,Salem Saleh,2638,Montclair,Montclair Sopranos,Atlantic,Aleksandr Lenderman,2565
7,23,0,18,1,Delhi,Delhi Dynamite,Eastern,M R Lalith Babu,2525,Montclair,Montclair Sopranos,Atlantic,Pascal Charbonneau,2505
7,23,0,18,2,Delhi,Delhi Dynamite,Eastern,Tania Sachdev,2391,Montclair,Montclair Sopranos,Atlantic,Anatoly Bykhovsky,2496
7,23,0,18,3,Delhi,Delhi Dynamite,Eastern,Hemant Sharma,2342,Montclair,Montclair Sopranos,Atlantic,Advait Patel,2430
7,23,1,18,0,Armenia,Armenia Eagles,Eastern,Zaven Andriasyan,2593,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Awonder Liang,2545
7,23,1,18,1,Armenia,Armenia Eagles,Eastern,Samvel Ter-Sahakyan,2577,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Tuan Minh Le,2485
7,23,1,18,2,Armenia,Armenia Eagles,Eastern,Karen Grigoryan,2568,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Mika Brattain,2381
7,23,1,18,3,Armenia,Armenia Eagles,Eastern,Artak Manukyan,2196,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Edward Song,2319
7,23,2,18,0,Reykjavik,Reykjavik Puffins,Central,Johann Hjartarson,2539,Chengdu,Chengdu Pandas,Pacific,Yu Yangyi,2750
7,23,2,18,1,Reykjavik,Reykjavik Puffins,Central,Helgi Olafsson,2512,Chengdu,Chengdu Pandas,Pacific,Li Chao,2743
7,23,2,18,2,Reykjavik,Reykjavik Puffins,Central,Hannes Stefansson,2508,Chengdu,Chengdu Pandas,Pacific,Ju Wenjun,2574
7,23,2,18,3,Reykjavik,Reykjavik Puffins,Central,David Kjartansson,2385,Chengdu,Chengdu Pandas,Pacific,Chu Ruotong,2173
7,23,3,18,0,Cannes,Cannes Blockbusters,Central,Matthieu Cornette,2602,Buenos Aires,Buenos Aires Krakens,Atlantic,Federico Perez Ponsa,2588
7,23,3,18,1,Cannes,Cannes Blockbusters,Central,Fabien Libiszewski,2531,Buenos Aires,Buenos Aires Krakens,Atlantic,Andres Carlos Obregon,2514
7,23,3,18,2,Cannes,Cannes Blockbusters,Central,Deimante Cornette,2404,Buenos Aires,Buenos Aires Krakens,Atlantic,Maximiliano Perez,2393
7,23,3,18,3,Cannes,Cannes Blockbusters,Central,Kevin Bordi,2282,Buenos Aires,Buenos Aires Krakens,Atlantic,German Della Morte,2362
7,23,4,18,0,St. Louis,St. Louis Arch Bishops,Atlantic,Fabiano Caruana,2799,Ljubljana,Ljubljana Turtles,Central,Luka Lenic,2646
7,23,4,18,1,St. Louis,St. Louis Arch Bishops,Atlantic,Varuzhan Akobian,2662,Ljubljana,Ljubljana Turtles,Central,Jure Skoberne,2544
7,23,4,18,2,St. Louis,St. Louis Arch Bishops,Atlantic,Yaroslav Zherebukh,2621,Ljubljana,Ljubljana Turtles,Central,Matej Sebenik,2542
7,23,4,18,3,St. Louis,St. Louis Arch Bishops,Atlantic,Forest Chen,1983,Ljubljana,Ljubljana Turtles,Central,Luka Skuhala,2114
7,23,5,18,0,Rio Grande,Rio Grande Ospreys,Pacific,Oleksandr Bortnyk,2600,Marseille,Marseille Migraines,Central,Jean-Marc Degraeve,2561
7,23,5,18,1,Rio Grande,Rio Grande Ospreys,Pacific,Bartlomiej Macieja,2524,Marseille,Marseille Migraines,Central,Alexandre Bacrot,2176
7,23,5,18,2,Rio Grande,Rio Grande Ospreys,Pacific,Max Cornejo,2421,Marseille,Marseille Migraines,Central,Remy Degraeve,2171
7,23,5,18,3,Rio Grande,Rio Grande Ospreys,Pacific,Rohun Trakru,1753,Marseille,Marseille Migraines,Central,Michel Bonnafous,1988
7,23,6,18,0,Dallas,Dallas Destiny,Pacific,Jeffery Xiong,2633,Mumbai,Mumbai Movers,Eastern,B. Adhiban,2643
7,23,6,18,1,Dallas,Dallas Destiny,Pacific,Julio Sadorra,2574,Mumbai,Mumbai Movers,Eastern,Swapnil Dhopade,2532
7,23,6,18,2,Dallas,Dallas Destiny,Pacific,Andrey Gorovets,2522,Mumbai,Mumbai Movers,Eastern,Abhimanyu Puranik,2509
7,23,6,18,3,Dallas,Dallas Destiny,Pacific,Artur Safin,2229,Mumbai,Mumbai Movers,Eastern,Dharia Parnali,2144
7,23,7,18,0,Seattle,Seattle Sluggers,Pacific,Hikaru Nakamura,2781,Volga,Volga Stormbringers,Eastern,Azat Sharafiev,2433
7,23,7,18,1,Seattle,Seattle Sluggers,Pacific,Victor Mikhalevski,2547,Volga,Volga Stormbringers,Eastern,Mikhail Gorozhanin,2421
7,23,7,18,2,Seattle,Seattle Sluggers,Pacific,Giorgi Margvelashvili,2530,Volga,Volga Stormbringers,Eastern,Mikhail Kuznecov,2378
7,23,7,18,3,Seattle,Seattle Sluggers,Pacific,Megan Lee,2179,Volga,Volga Stormbringers,Eastern,Vitaly Rodchenkov,2304
8,26,0,21,0,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Awonder Liang,2545,Delhi,Delhi Dynamite,Eastern,Salem Saleh,2638
8,26,0,21,1,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Tuan Minh Le,2485,Delhi,Delhi Dynamite,Eastern,M R Lalith Babu,2525
8,26,0,21,2,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Mika Brattain,2381,Delhi,Delhi Dynamite,Eastern,Tania Sachdev,2391
8,26,0,21,3,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Edward Song,2319,Delhi,Delhi Dynamite,Eastern,Hemant Sharma,2342
8,26,1,21,0,Chengdu,Chengdu Pandas,Pacific,Yu Yangyi,2750,Armenia,Armenia Eagles,Eastern,Zaven Andriasyan,2593
8,26,1,21,1,Chengdu,Chengdu Pandas,Pacific,Li Chao,2743,Armenia,Armenia Eagles,Eastern,Samvel Ter-Sahakyan,2577
8,26,1,21,2,Chengdu,Chengdu Pandas,Pacific,Ju Wenjun,2574,Armenia,Armenia Eagles,Eastern,Karen Grigoryan,2568
8,26,1,21,3,Chengdu,Chengdu Pandas,Pacific,Chu Ruotong,2173,Armenia,Armenia Eagles,Eastern,Artak Manukyan,2196
8,26,2,21,0,Buenos Aires,Buenos Aires Krakens,Atlantic,Federico Perez Ponsa,2588,Reykjavik,Reykjavik Puffins,Central,Johann Hjartarson,2539
8,26,2,21,1,Buenos Aires,Buenos Aires Krakens,Atlantic,Andres Carlos Obregon,2514,Reykjavik,Reykjavik Puffins,Central,Helgi Olafsson,2512
8,26,2,21,2,Buenos Aires,Buenos Aires Krakens,Atlantic,Maximiliano Perez,2393,Reykjavik,Reykjavik Puffins,Central,Hannes Stefansson,2508
8,26,2,21,3,Buenos Aires,Buenos Aires Krakens,Atlantic,German Della Morte,2362,Reykjavik,Reykjavik Puffins,Central,David Kjartansson,2385
8,26,3,21,0,Montclair,Montclair Sopranos,Atlantic,Aleksandr Lenderman,2565,Cannes,Cannes Blockbusters,Central,Matthieu Cornette,2602
8,26,3,21,1,Montclair,Montclair Sopranos,Atlantic,Pascal Charbonneau,2505,Cannes,Cannes Blockbusters,Central,Fabien Libiszewski,2531
8,26,3,21,2,Montclair,Montclair Sopranos,Atlantic,Anatoly Bykhovsky,2496,Cannes,Cannes Blockbusters,Central,Deimante Cornette,2404
8,26,3,21,3,Montclair,Montclair Sopranos,Atlantic,Advait Patel,2430,Cannes,Cannes Blockbusters,Central,Kevin Bordi,2282
8,26,4,21,0,Ljubljana,Ljubljana Turtles,Central,Luka Lenic,2646,Rio Grande,Rio Grande Ospreys,Pacific,Oleksandr Bortnyk,2600
8,26,4,21,1,Ljubljana,Ljubljana Turtles,Central,Jure Skoberne,2544,Rio Grande,Rio Grande Ospreys,Pacific,Bartlomiej Macieja,2524
8,26,4,21,2,Ljubljana,Ljubljana Turtles,Central,Matej Sebenik,2542,Rio Grande,Rio Grande Ospreys,Pacific,Max Cornejo,2421
8,26,4,21,3,Ljubljana,Ljubljana Turtles,Central,Luka Skuhala,2114,Rio Grande,Rio Grande Ospreys,Pacific,Rohun Trakru,1753
8,26,5,21,0,Marseille,Marseille Migraines,Central,Jean-Marc Degraeve,2561,Dallas,Dallas Destiny,Pacific,Jeffery Xiong,2633
8,26,5,21,1,Marseille,Marseille Migraines,Central,Alexandre Bacrot,2176,Dallas,Dallas Destiny,Pacific,Julio Sadorra,2574
8,26,5,21,2,Marseille,Marseille Migraines,Central,Remy Degraeve,2171,Dallas,Dallas Destiny,Pacific,Andrey Gorovets,2522
8,26,5,21,3,Marseille,Marseille Migraines,Central,Michel Bonnafous,1988,Dallas,Dallas Destiny,Pacific,Artur Safin,2229
8,26,6,21,0,Mumbai,Mumbai Movers,Eastern,B. Adhiban,2643,Seattle,Seattle Sluggers,Pacific,Hikaru Nakamura,2781
8,26,6,21,1,Mumbai,Mumbai Movers,Eastern,Swapnil Dhopade,2532,Seattle,Seattle Sluggers,Pacific,Victor Mikhalevski,2547
8,26,6,21,2,Mumbai,Mumbai Movers,Eastern,Abhimanyu Puranik,2509,Seattle,Seattle Sluggers,Pacific,Giorgi Margvelashvili,2530
8,26,6,21,3,Mumbai,Mumbai Movers,Eastern,Dharia Parnali,2144,Seattle,Seattle Sluggers,Pacific,Megan Lee,2179
8,26,7,21,0,Volga,Volga Stormbringers,Eastern,Azat Sharafiev,2433,St. Louis,St. Louis Arch Bishops,Atlantic,Fabiano Caruana,2799
8,26,7,21,1,Volga,Volga Stormbringers,Eastern,Mikhail Gorozhanin,2421,St. Louis,St. Louis Arch Bishops,Atlantic,Varuzhan Akobian,2662
8,26,7,21,2,Volga,Volga Stormbringers,Eastern,Mikhail Kuznecov,2378,St. Louis,St. Louis Arch Bishops,Atlantic,Yaroslav Zherebukh,2621
8,26,7,21,3,Volga,Volga Stormbringers,Eastern,Vitaly Rodchenkov,2304,St. Louis,St. Louis Arch Bishops,Atlantic,Forest Chen,1983
